data__alt,data__angle,data__fuel_lt,data__ext_volt,data__odom,data__lat,data__lon,data__rpm,data__speed,data__time,data__engine,,accelerometer_x,accelerometer_y,accelerometer_z,accelerometer_total,angle,latitude,longitude,speed,
186,284,11.96000004,12849,222258,38.00423,23.7971966,1189,19,9:01:27 PM,1,,9.90886,-0.70629,0.0885855,9.88326,155,38.004227,23.7971906,19.949,
188,274,11.96000004,12888,222258,38.0042649,23.79671,1001,15,9:01:42 PM,1,,9.53148,0.926556,0.0981623,9.48583,145,38.0042447,23.7967328,15.7608,
187,308,11.96000004,12904,222258,38.0043116,23.7966083,1492,20,9:01:44 PM,1,,9.90326,0.0407014,-3.41892,9.29429,179,38.0042706,23.7966166,19.9437,
182,318,11.96000004,12236,222258,38.0050183,23.7956783,832,16,9:01:59 PM,1,,7.91046,0.201113,-1.30005,7.80031,189,38.0050626,23.7956896,15.8134,
183,327,11.96000004,12876,222258,38.0050666,23.7956216,768,0,9:02:14 PM,1,,9.87544,-1.08457,-0.191536,9.81383,198,38.0051061,23.7956151,0,
183,327,11.96000004,12921,222258,38.0050666,23.7956216,800,0,9:02:29 PM,1,,9.98348,-1.35033,-0.409408,9.88326,198,38.0051061,23.7956151,0,
183,327,11.96000004,12914,222258,38.0050666,23.7956216,800,0,9:02:44 PM,1,,9.20414,-0.70629,-0.21069,9.17458,198,38.0051061,23.7956151,0,
183,327,11.96000004,12919,222258,38.0050666,23.7956216,771,0,9:02:59 PM,1,,9.56006,-1.04387,-0.311246,9.4978,198,38.0051061,23.7956151,0,
183,327,11.96000004,12938,222258,38.0050666,23.7956216,894,0,9:03:14 PM,1,,9.24345,-0.509965,1.41976,9.11951,198,38.0051253,23.795599,0,
187,284,11.96000004,12612,222258,38.0053016,23.7952916,1328,21,9:03:22 PM,1,,10.4891,-3.69425,-0.45011,9.80665,155,38.0053252,23.795277,21.7578,
187,251,11.96000004,12712,222258,38.005295,23.7951483,1382,22,9:03:24 PM,1,,9.69523,-2.15239,0.136469,9.45231,122,38.0053011,23.7951254,23.2746,
189,221,11.96000004,12841,222258,38.0051,23.7948799,800,9,9:03:30 PM,1,,9.64823,-0.553061,-1.45567,9.52174,92,38.0051348,23.7948532,9.00423,
181,225,11.96000004,12745,222258,38.0045333,23.7941316,2079,54,9:03:45 PM,1,,9.88839,-0.658405,1.70467,9.71806,96,38.0045574,23.7941426,54.7098,
185,227,11.96000004,12173,222258,38.0029483,23.7920366,1607,58,9:04:00 PM,1,,9.81491,-1.20668,-1.31681,9.65103,98,38.0029731,23.7919952,59.4556,
195,229,11.96000004,12120,222258,38.0025499,23.79141,778,0,9:04:15 PM,1,,9.29373,-0.536301,0.114922,9.27753,100,38.0026127,23.7914072,0,
195,229,11.96000004,12120,222258,38.0025499,23.79141,800,0,9:04:30 PM,1,,9.91688,-1.15161,0.0287304,9.84975,100,38.0026127,23.7914072,0,
195,241,11.96000004,12149,222258,38.0025133,23.79127,1539,17,9:04:45 PM,1,,9.25088,-0.895431,-0.931344,9.16022,112,38.0025783,23.7913462,18.6585,
188,247,11.96000004,12164,222259,38.0017133,23.7891233,1664,60,9:05:00 PM,1,,9.63086,-0.739808,0.732626,9.57441,118,38.0017145,23.7891183,60.8936,
179,234,11.96000004,12160,222259,38.0006683,23.7865399,1504,56,9:05:15 PM,1,,9.57118,-0.0909797,-0.500388,9.55765,105,38.0007372,23.7867096,56.4306,
176,227,11.96000004,12159,222259,37.9995233,23.7849066,1771,47,9:05:30 PM,1,,9.84931,-0.591368,-0.454898,9.82102,98,37.9995817,23.7849011,46.2192,
170,223,11.96000004,12165,222259,37.9981449,23.7831899,1504,54,9:05:45 PM,1,,9.63029,-0.679953,-0.117316,9.60554,94,37.9981759,23.7831771,54.5991,
171,208,11.96000004,12118,222259,37.9974466,23.7822399,800,0,9:06:00 PM,1,,9.32056,-0.596156,0.00718261,9.30147,79,37.9974594,23.7822587,0,
171,208,11.96000004,12129,222259,37.9974466,23.7822399,800,0,9:06:15 PM,1,,9.44887,-0.857124,-0.114922,9.40921,79,37.99746,23.7822593,0,
171,208,11.96000004,12131,222259,37.9974466,23.7822399,769,0,9:06:30 PM,1,,9.6338,-1.07739,-0.160412,9.57202,79,37.9974601,23.7822594,0,
170,227,11.96000004,12164,222259,37.9971849,23.7819216,2110,37,9:06:45 PM,1,,8.73337,-0.878672,-0.0933739,8.68856,98,37.9972108,23.7819013,36.8197,
163,232,11.96000004,12166,222260,37.9958816,23.779835,1804,66,9:07:00 PM,1,,9.03298,-0.483629,0.138864,9.01896,103,37.9958708,23.7798346,66.0202,
157,228,11.96000004,12162,222260,37.9941899,23.7773183,1551,74,9:07:15 PM,1,,9.85065,-1.19471,0.306458,9.77313,99,37.9942204,23.777312,73.962,
152,238,11.96000004,12146,222260,37.9922783,23.7742883,1539,76,9:07:30 PM,1,,10.1529,0.512359,-0.667982,10.1179,109,37.992234,23.7743012,77.0147,
142,239,11.96000004,12130,222260,37.9914099,23.7720966,831,20,9:07:45 PM,1,,9.75868,-0.447716,-1.35751,9.65342,110,37.9914589,23.7721929,21.1136,
137,230,11.96000004,12157,222261,37.9911033,23.7715383,1153,30,9:08:00 PM,1,,9.99718,-0.627281,0.129287,9.97664,101,37.9912022,23.771693,30.2727,
135,223,11.96000004,12154,222261,37.9902083,23.7702983,1568,41,9:08:15 PM,1,,9.74144,-0.672771,0.047884,9.71806,94,37.9902093,23.770329,41.3922,
132,236,11.96000004,12149,222261,37.98917,23.768705,1155,43,9:08:30 PM,1,,9.65833,-0.622492,-0.174777,9.63666,107,37.9898153,23.7698699,43.1977,
136,234,11.96000004,12152,222261,37.9882833,23.7671349,1344,34,9:08:45 PM,1,,9.71068,-1.00317,-0.237026,9.65582,105,37.9882495,23.7671801,35.1252,
140,218,11.96000004,12159,222261,37.987375,23.7659916,1248,32,9:09:00 PM,1,,10.3481,-0.797269,0.40462,10.3094,89,37.9873581,23.7659744,32.4943,
135,240,11.96000004,12201,222261,37.9865783,23.764745,832,26,9:09:15 PM,1,,9.87284,-0.572214,-0.562637,9.84017,111,37.9866191,23.7647228,27.5228,
132,243,11.96000004,12158,222261,37.98626,23.7640133,1583,25,9:09:30 PM,1,,9.89515,-0.751779,0.435745,9.85693,114,37.9863198,23.7640248,26.1107,
131,273,11.96000004,12150,222261,37.9861,23.7632083,1342,34,9:09:39 PM,1,,9.30101,0.253785,0.572214,9.27993,144,37.9861487,23.7630969,35.3978,
141,304,11.96000004,12134,222262,37.98634,23.7618733,800,0,9:09:54 PM,1,,9.53968,-0.723049,-0.0383072,9.51216,175,37.9864112,23.7618947,0,
142,304,11.96000004,12126,222262,37.9863466,23.761875,768,0,9:10:09 PM,1,,9.73653,-0.773327,0.294487,9.70131,175,37.9864137,23.7619163,0,
142,304,11.96000004,12129,222262,37.9863466,23.761875,800,0,9:10:24 PM,1,,9.80055,-0.871489,0.323217,9.75637,175,37.9863868,23.761886,0,
145,290,11.96000004,12157,222262,37.9865183,23.7614816,1211,22,9:10:39 PM,1,,9.4252,0.0957681,-0.146046,9.42358,161,37.98652,23.7614737,21.6625,
145,281,11.96000004,12162,222262,37.9868016,23.75998,1571,42,9:10:54 PM,1,,9.54574,-0.799663,0.0191536,9.51216,152,37.9868261,23.7600052,42.4033,
145,283,11.96000004,12151,222262,37.9872,23.75805,1924,30,9:11:09 PM,1,,10.2123,-0.993594,1.9417,9.97664,154,37.9872211,23.7580106,30.312,
141,281,11.96000004,12161,222262,37.987355,23.7570683,1217,20,9:11:24 PM,1,,9.65414,-0.866701,0.0287304,9.61511,152,37.9873923,23.7570681,20.057,
140,283,11.96000004,12144,222262,37.9874633,23.7563916,800,0,9:11:39 PM,1,,9.37118,-0.445322,0.275333,9.35654,154,37.9875171,23.756402,0,
140,283,11.96000004,12139,222262,37.9874633,23.7563933,800,0,9:11:54 PM,1,,9.96367,-0.979228,0.143652,9.91439,154,37.9875155,23.7564068,0,
140,283,11.96000004,12140,222262,37.9874633,23.7563933,800,0,9:12:09 PM,1,,9.42308,-0.361524,0.292093,9.41161,154,37.9875155,23.7564068,0,
141,280,11.96000004,12168,222262,37.98755,23.7558416,1945,32,9:12:24 PM,1,,9.66059,-0.708684,0.715866,9.60793,151,37.9876053,23.7558442,31.855,
141,283,11.96000004,12171,222262,37.9879199,23.75395,1760,45,9:12:39 PM,1,,10.3075,-0.826,-0.512359,10.2615,154,37.9879322,23.7539506,45.7547,
138,283,11.96000004,12153,222262,37.9882299,23.7522516,1471,38,9:12:54 PM,1,,10.3646,-1.01754,0.0742203,10.3142,154,37.9882231,23.7522489,38.0837,
132,282,11.96000004,12161,222263,37.9885633,23.7505216,1344,35,9:13:09 PM,1,,8.96088,-0.342371,0.0215478,8.95431,153,37.9885486,23.7505213,34.9572,
130,284,11.96000004,12141,222263,37.988835,23.7490716,800,15,9:13:24 PM,1,,9.99282,-0.962469,-1.51314,9.83059,155,37.9888294,23.7491034,14.8601,
130,281,11.96000004,12133,222263,37.9888516,23.7490016,800,0,9:13:39 PM,1,,9.55251,-0.565032,-0.198719,9.53371,152,37.9888325,23.7490429,0,
130,281,11.96000004,12136,222263,37.9888516,23.7490016,800,0,9:13:54 PM,1,,9.41806,-0.749385,-0.316035,9.38288,152,37.9888325,23.7490433,0,
128,286,11.96000004,12165,222263,37.9889183,23.7485816,1853,30,9:14:09 PM,1,,9.607,-0.517148,1.04387,9.53611,157,37.9889584,23.74858,29.6465,
120,283,11.96000004,12152,222263,37.9893316,23.7463749,1376,50,9:14:24 PM,1,,10.1961,-0.916979,-0.711078,10.1299,154,37.9893302,23.7466049,50.5079,
108,282,11.96000004,12143,222263,37.9896816,23.7443216,1504,38,9:14:39 PM,1,,9.49856,-0.323217,-0.215478,9.49062,153,37.9897015,23.7444906,38.3829,
102,281,11.96000004,12167,222263,37.9900016,23.7425866,1398,45,9:14:54 PM,1,,10.0059,-1.03669,0.474052,9.94073,152,37.9900449,23.742625,45.3542,
93,281,11.96000004,12171,222264,37.9903766,23.7401699,1440,52,9:15:09 PM,1,,9.83758,-0.852336,0.148441,9.79947,152,37.9904237,23.7402343,52.3258,
91,281,11.96000004,12139,222264,37.990725,23.7380666,1029,40,9:15:24 PM,1,,10.1069,-0.957681,-1.06063,10.0054,152,37.9907595,23.7381079,40.9506,
83,279,11.96000004,12138,222264,37.9909416,23.7365249,878,28,9:15:39 PM,1,,9.18217,-0.385466,0.545878,9.15782,150,37.9908255,23.7375967,29.5986,
77,283,11.96000004,12156,222264,37.9910233,23.73609,1022,0,9:15:54 PM,1,,9.62673,-0.603339,0.299275,9.60314,146,37.9910399,23.7361216,0,
78,260,11.96000004,12146,222264,37.9910416,23.7359216,800,0,9:16:09 PM,1,,9.44853,-0.538695,-0.0143652,9.43316,123,37.9910736,23.7359393,0,
78,260,11.96000004,12153,222264,37.9910416,23.7359216,1011,0,9:16:24 PM,1,,9.8553,-0.677559,1.66876,9.68933,123,37.9910736,23.7359394,0,
78,282,11.96000004,12143,222264,37.9911266,23.7353316,772,3,9:16:39 PM,1,,9.507,-0.488417,-0.1652,9.49301,145,37.991154,23.7353662,3.50223,
78,282,11.96000004,12154,222264,37.991135,23.7353166,798,0,9:16:54 PM,1,,9.7301,-0.878672,-0.586579,9.67257,145,37.9911555,23.7353667,0,
77,279,11.96000004,12151,222264,37.9911783,23.7350416,800,16,9:17:09 PM,1,,9.39849,-0.617704,-0.215478,9.37569,142,37.9911958,23.7350686,15.9743,
79,280,11.96000004,12139,222264,37.9912583,23.73446,800,0,9:17:24 PM,1,,9.49769,-0.390255,-0.457293,9.47864,143,37.99129,23.7344434,0,
79,280,11.96000004,12146,222264,37.99126,23.7344516,800,0,9:17:39 PM,1,,9.4715,-0.418985,-0.227449,9.45949,143,37.9912928,23.7344412,0,
79,280,11.96000004,12151,222264,37.99126,23.7344516,792,0,9:17:54 PM,1,,9.57664,-0.76375,-0.0933739,9.54568,143,37.9912928,23.7344413,0,
79,280,11.96000004,12138,222264,37.99126,23.7344516,800,0,9:18:09 PM,1,,9.67219,-0.818817,-0.124498,9.63666,143,37.9912928,23.7344413,0,
77,284,11.96000004,12163,222264,37.9913433,23.7339366,1513,28,9:18:24 PM,1,,9.39282,-0.354342,-2.25055,9.11233,147,37.9913534,23.7340149,27.1247,
76,318,11.96000004,12142,222264,37.9913899,23.7336833,800,0,9:18:39 PM,1,,10.0907,-1.15161,-0.0646434,10.0245,181,37.9913977,23.7337594,0,
76,318,11.96000004,12155,222264,37.9913899,23.7336833,1088,0,9:18:54 PM,1,,9.59678,-0.42138,1.67355,9.44034,181,37.9914105,23.7337103,0,
76,282,11.96000004,12159,222264,37.9913916,23.7336199,1593,8,9:18:55 PM,1,,9.46378,-0.593762,-0.0143652,9.44513,145,37.9914131,23.7336769,9.41227,
73,280,11.96000004,12155,222264,37.9914866,23.7329933,800,14,9:19:10 PM,1,,9.95247,-0.646434,-1.27132,9.84975,143,37.9915222,23.7330248,14.1149,
71,281,11.96000004,12148,222264,37.9915183,23.7328833,800,0,9:19:25 PM,1,,9.48517,-0.179565,0.0263362,9.48343,144,37.9915269,23.7329174,0,
71,281,11.96000004,12149,222264,37.9915183,23.7328833,800,0,9:19:40 PM,1,,10.0398,-0.770933,0.011971,10.0102,144,37.9915269,23.7329174,0,
71,281,11.96000004,12134,222264,37.9915183,23.7328833,770,0,9:19:55 PM,1,,9.66696,-0.656011,-0.126893,9.64384,144,37.9915269,23.7329174,0,
71,281,11.96000004,12159,222264,37.9915183,23.7328833,993,0,9:20:10 PM,1,,9.69393,-0.895431,0.792481,9.6199,144,37.9915463,23.7328621,0,
71,294,11.96000004,12151,222264,37.9916399,23.7322333,800,4,9:20:25 PM,1,,9.77348,-0.402226,-0.354342,9.75877,157,37.9916603,23.7322724,4.50694,
71,294,11.96000004,12159,222264,37.991645,23.7322216,1317,0,9:20:40 PM,1,,9.79914,-0.620098,0.933739,9.73482,157,37.9916652,23.7322207,0,
75,294,11.96000004,12640,222264,37.991755,23.7317366,800,0,9:20:55 PM,1,,9.80331,-0.464475,-0.0167594,9.79228,157,37.9917628,23.7317557,0,
75,294,11.96000004,12917,222264,37.991755,23.7317366,800,0,9:21:10 PM,1,,10.0491,-0.663194,-0.071826,10.0269,157,37.9917597,23.7317418,0,
75,294,11.96000004,12934,222264,37.991755,23.7317366,800,0,9:21:25 PM,1,,9.71618,-0.237026,-0.0143652,9.71328,157,37.9917597,23.7317418,0,
75,294,11.96000004,12932,222264,37.991755,23.7317366,800,0,9:21:40 PM,1,,9.98003,-0.548272,-0.0766145,9.96467,157,37.9917597,23.7317418,0,
75,294,11.96000004,12932,222264,37.991755,23.7317366,800,0,9:21:55 PM,1,,9.24127,-0.102951,-0.1652,9.23922,157,37.9917597,23.7317418,0,
75,257,11.96000004,12938,222264,37.9917849,23.7314133,1011,15,9:22:06 PM,1,,10.7041,-2.52828,0.258574,10.398,120,37.9917825,23.7314215,15.3746,
75,226,11.96000004,12936,222264,37.99172,23.7312633,1168,16,9:22:09 PM,1,,9.41061,-2.14281,0.672771,9.13867,89,37.9917658,23.7313695,16.5582,
75,196,11.96000004,12917,222264,37.991595,23.73119,929,16,9:22:12 PM,1,,9.65388,-1.58736,-0.61531,9.50259,59,37.9915625,23.7311851,17.5826,
75,231,11.96000004,12893,222264,37.9913883,23.73104,832,15,9:22:20 PM,1,,9.87558,1.03669,-0.00718261,9.82102,94,37.9913488,23.7310962,12.9956,
73,268,11.96000004,12907,222264,37.9913483,23.7308633,1125,16,9:22:24 PM,1,,10.5818,-0.818817,0.275333,10.5465,131,37.9913262,23.7309041,16.0189,
64,252,11.96000004,12930,222264,37.99144,23.7303216,800,0,9:22:39 PM,1,,9.67775,-0.00718261,0.0861913,9.67736,115,37.9914539,23.7303139,0,
66,294,11.96000004,12939,222264,37.9914799,23.730285,1375,10,9:22:47 PM,1,,9.53813,-0.270545,0.715866,9.50737,157,37.991465,23.7302661,10.8588,
71,280,11.96000004,12231,222265,37.9916399,23.7293599,1338,22,9:23:02 PM,1,,9.61799,-0.483629,-0.0742203,9.60554,143,37.9916243,23.7294021,22.5577,
73,310,11.96000004,12150,222265,37.99182,23.7288483,800,8,9:23:11 PM,1,,9.32974,-0.0790087,-0.861913,9.2895,173,37.9916704,23.7289783,8.07631,
75,310,11.96000004,12144,222265,37.9918233,23.7288383,800,0,9:23:26 PM,1,,9.25901,-0.00957681,-0.107739,9.25838,173,37.9916582,23.7288989,0,
78,280,11.96000004,12146,222265,37.9918333,23.7287066,1039,13,9:23:34 PM,1,,9.54724,-0.677559,0.548272,9.50737,143,37.9916886,23.7287591,13.575,
77,290,11.96000004,12151,222265,37.9919499,23.7276966,800,7,9:23:49 PM,1,,9.65789,-0.320823,0.275333,9.64863,153,37.9919305,23.727747,7.69238,
72,274,11.96000004,12167,222265,37.9920233,23.7268516,1119,17,9:24:04 PM,1,,8.6081,0.78051,0.895431,8.52575,137,37.9920429,23.7269369,17.1054,
74,268,11.96000004,12153,222265,37.9920716,23.72525,896,22,9:24:19 PM,1,,9.17311,-0.770933,0.409408,9.13148,131,37.9921358,23.7252978,22.4771,
76,280,11.5,12156,222265,37.992115,23.7242366,963,17,9:24:34 PM,1,,9.50644,-0.694318,0.0143652,9.48104,143,37.9922001,23.7241763,18.7135,
64,273,11.5,12263,222265,37.9921833,23.7230516,872,21,9:24:49 PM,1,,9.8372,-0.332794,0.138864,9.83059,136,37.9922199,23.723919,21.278,
52,274,11.5,12267,222265,37.9922883,23.7215433,1293,37,9:25:04 PM,1,,9.69322,-0.277727,1.32399,9.59835,137,37.9921988,23.7222278,36.5824,
48,235,11.5,12685,222265,37.9921983,23.721125,1176,24,9:25:09 PM,1,,10.338,-3.18189,0.902614,9.79468,98,37.992177,23.7212086,24.7571,
49,202,11.5,12778,222265,37.9920183,23.7210633,1407,31,9:25:11 PM,1,,9.64611,0.42138,0.572214,9.6199,65,37.9919557,23.7211184,34.9606,
46,190,11.5,12232,222266,37.9901883,23.7202233,1195,44,9:25:26 PM,1,,9.23294,-1.31202,0.102951,9.13867,53,37.9901853,23.7202347,44.8944,
47,190,11.5,12158,222266,37.9887633,23.7199383,1105,31,9:25:41 PM,1,,9.63974,-0.40462,-0.634463,9.61033,53,37.988745,23.7199723,30.1455,
51,193,11.5,12164,222266,37.9883499,23.7198199,800,10,9:25:56 PM,1,,9.79962,-0.682347,-0.229843,9.77313,56,37.9883003,23.7198513,10.549,
53,184,11.5,12833,222266,37.9882666,23.7197816,800,0,9:26:11 PM,1,,9.50035,-0.373495,0.213084,9.49062,47,37.9882013,23.7198296,0,
55,168,11.5,12919,222266,37.9880033,23.7198183,800,11,9:26:26 PM,1,,9.81989,-1.53947,-1.56102,9.57202,31,37.988157,23.7198321,11.9016,
54,205,11.5,12915,222266,37.9878533,23.7198266,955,15,9:26:30 PM,1,,9.87094,1.61369,0.134075,9.73722,68,37.9877709,23.7198801,15.1296,
53,243,11.5,12907,222266,37.98776,23.7197133,1499,18,9:26:33 PM,1,,9.06754,0.737414,0.344765,9.03093,106,37.9877151,23.7198013,20.4425,
43,221,11.5,12958,222266,37.987455,23.7186533,1663,28,9:26:48 PM,1,,9.79035,-0.897826,-0.646434,9.72764,84,37.9874791,23.7186477,28.1839,
38,245,11.5,12952,222266,37.9869833,23.7175983,1632,26,9:27:03 PM,1,,8.37038,-1.95846,0.203507,8.1355,108,37.9870257,23.7177063,26.312,
36,225,11.5,12219,222266,37.98634,23.7167616,1643,27,9:27:18 PM,1,,8.91013,-0.380678,0.0790087,8.90164,88,37.9863274,23.7167961,26.7471,
38,223,11.5,12181,222266,37.9853583,23.71569,1440,36,9:27:33 PM,1,,9.84985,-1.15879,-0.591368,9.76355,86,37.9857869,23.7161758,36.2521,
42,225,11.5,12245,222266,37.9848716,23.7150183,1333,17,9:27:48 PM,1,,10.0106,-1.09176,1.82199,9.78271,88,37.9848628,23.7150402,17.6364,
44,262,11.5,12557,222266,37.984415,23.7143483,1789,26,9:27:58 PM,1,,10.3027,-0.986411,1.15879,10.1897,125,37.9844182,23.7143537,27.6998,
35,284,11.5,12305,222267,37.9848983,23.7122866,1951,49,9:28:13 PM,1,,8.96163,0.0215478,1.22344,8.8777,147,37.9848722,23.7123285,49.1199,
30,304,11.5,12177,222267,37.9859233,23.709755,1584,59,9:28:28 PM,1,,10.4126,-0.512359,1.60172,10.2759,167,37.9853169,23.7109551,59.8378,
23,314,11.5,12146,222267,37.986985,23.7081483,1092,30,9:28:43 PM,1,,9.01927,-0.328006,0.265756,9.00938,177,37.9868482,23.7083239,30.0975,
17,312,11.5,12168,222267,37.98772,23.7071699,1337,33,9:28:58 PM,1,,9.60766,-0.88346,0.976834,9.51695,175,37.9876571,23.7072073,33.7642,
20,309,11.5,12173,222267,37.98891,23.7054516,1248,45,9:29:13 PM,1,,9.39403,-0.380678,1.10852,9.32063,172,37.9888575,23.7054952,45.9723,
17,311,11.5,12176,222268,37.9901766,23.70346,1600,58,9:29:28 PM,1,,9.96441,-0.811634,0.225055,9.92875,174,37.9901514,23.7035451,58.6075,
22,310,11.5,12176,222268,37.991675,23.701285,1728,62,9:29:43 PM,1,,9.81171,-0.469264,0.141258,9.79947,173,37.9913232,23.7017885,62.3509,
21,310,11.5,12173,222268,37.9930916,23.699145,1408,51,9:29:58 PM,1,,10.6714,-1.33836,0.871489,10.5512,173,37.9930589,23.6992169,51.6228,
26,308,11.5,12177,222268,37.9945766,23.6968933,2131,75,9:30:13 PM,1,,10.1712,0.837971,1.22104,10.0628,171,37.9944202,23.6971535,75.9552,
28,310,11.5,12167,222269,37.9965983,23.693905,1634,83,9:30:28 PM,1,,9.88684,-0.411803,0.919373,9.83538,173,37.9960109,23.6947719,83.196,
24,311,11.5,12157,222269,37.9985283,23.6910466,1473,75,9:30:43 PM,1,,9.22536,-0.802058,0.1652,9.18895,174,37.9982419,23.6914659,75.4565,
18,303,11.5,12149,222269,38.0002583,23.6882466,1473,73,9:30:58 PM,1,,9.55202,-0.90022,-0.201113,9.50737,166,38.000109,23.6884508,73.7704,
31,300,11.5,12133,222270,38.0012233,23.6862066,1089,29,9:31:13 PM,1,,9.58489,-0.924162,-0.464475,9.52892,163,38.0012039,23.6862513,29.1637,
